ISS_ID,WR_DT,TOT_AMT,BYR_CD,SUP,BYR
2012062241000008000oizq1,2012-06-22,54595200,C30391,Comp18,Comp146
2012112841000008000rimq1,2012-11-28,42437120,C30391,Comp18,Comp146
2012100941000008000qnebh,2012-10-09,69448192,C30391,Comp18,Comp146
2012120341000008000s0xwi,2012-12-03,50459904,C30391,Comp18,Comp146
2012110141000008000rexhc,2012-11-01,-52086144,C30391,Comp18,Comp146
2012092541000008000qbukg,2012-09-25,87739520,C30391,Comp18,Comp146
2012110741000008000r6zzv,2012-11-07,67899392,C30391,Comp18,Comp146
2012122841000008000s8k4d,2012-12-28,16819968,C30391,Comp18,Comp146
2012102941000008000qw9yy,2012-10-29,52086144,C30391,Comp18,Comp146
2013011041000008000sn8ny,2013-01-10,48903360,C30391,Comp18,Comp146
2013011641000008000sn8o0,2013-01-16,48903360,C30391,Comp18,Comp146
2013010341000008000sn8nv,2013-01-03,28526960,C30391,Comp18,Comp146
2013011641000008000sn8o1,2013-01-16,8150560,C30391,Comp18,Comp146
2013041541000008000ueqb8,2013-04-15,50728128,C30391,Comp18,Comp146
2013012141000008000srczg,2013-01-21,57053920,C30391,Comp18,Comp146
2013012641000008000srczj,2013-01-26,65204480,C30391,Comp18,Comp146
2013031241000008000tyxuj,2013-03-12,49634112,C30391,Comp18,Comp146
2013021541000008000taasv,2013-02-15,49406016,C30391,Comp18,Comp146
2013050741000008000uvb9a,2013-05-07,59182816,C30391,Comp18,Comp146
2013051441000008000uxta2,2013-05-14,50728128,C30391,Comp18,Comp146
2013020241000008000t4fmx,2013-02-02,61757520,C30391,Comp18,Comp146
2013022641000008000tdwgs,2013-02-26,49406016,C30391,Comp18,Comp146
2013020741000008000t4fmz,2013-02-07,41171680,C30391,Comp18,Comp146
2013040241000008000uanst,2013-04-02,16909376,C30391,Comp18,Comp146
2013032741000008000tyhcz,2013-03-27,41361760,C30391,Comp18,Comp146
2013042541000008000ukye9,2013-04-25,33818752,C30391,Comp18,Comp146
2013082841000008000wu6z1,2013-08-28,33789184,C30391,Comp18,Comp146
2013082341000008000wu6yz,2013-08-23,67578368,C30391,Comp18,Comp146
2013070541000008000vyled,2013-07-05,61417664,C30391,Comp18,Comp146
2013092641000008000xdltw,2013-09-26,67820544,C30391,Comp18,Comp146
2013071641000008000w85xw,2013-07-16,61417664,C30391,Comp18,Comp146
2013080541000008000woufh,2013-08-05,67578368,C30391,Comp18,Comp146
2013081641000008000wovw1,2013-08-16,67578368,C30391,Comp18,Comp146
2013101741000008000xwb55,2013-10-17,65387520,C30391,Comp18,Comp146
2013062441000008000vogt9,2013-06-24,43072480,C30391,Comp18,Comp146
2013091641000008000xdltu,2013-09-16,67820544,C30391,Comp18,Comp146
2013052941000008000v99u2,2013-05-29,38046096,C30391,Comp18,Comp146
2013052341000008000v56yq,2013-05-23,42273440,C30391,Comp18,Comp146
2013051641000008000v56yn,2013-05-16,42273440,C30391,Comp18,Comp146
2013090241000008000x5vup,2013-09-02,67820544,C30391,Comp18,Comp146
2014011741000008000ztfbv,2014-01-17,64109056,C30391,Comp18,Comp146
201402184100000800005qoz,2014-02-18,65083392,C30391,Comp18,Comp146
2014010341000008000ztfbt,2014-01-03,64109056,C30391,Comp18,Comp146
2013110441000008000y7oit,2013-11-04,64537088,C30391,Comp18,Comp146
2013122641000008000z5d5m,2013-12-26,32268544,C30391,Comp18,Comp146
20140317410000080000olin,2014-03-17,63281152,C30391,Comp18,Comp146
2014012341000008000ztfbw,2014-01-23,64109056,C30391,Comp18,Comp146
2013112541000008000yj1ad,2013-11-25,64537088,C30391,Comp18,Comp146
20140306410000080000mld3,2014-03-06,63281152,C30391,Comp18,Comp146
20140627410000080002n0zt,2014-06-27,37952640,C30391,Comp18,Comp146
201407254100000800037amv,2014-07-25,75461760,C30391,Comp18,Comp146
20140612410000080002emcl,2014-06-12,60724224,C30391,Comp18,Comp146
20140401410000080001a4mk,2014-04-01,63635968,C30391,Comp18,Comp146
201407114100000800030y59,2014-07-11,60369408,C30391,Comp18,Comp146
20140416410000080001auoi,2014-04-16,63635968,C30391,Comp18,Comp146
20140502410000080001rzmq,2014-05-02,61498624,C30391,Comp18,Comp146
20140424410000080001fs9u,2014-04-24,71590464,C30391,Comp18,Comp146
20140620410000080002k7xz,2014-06-20,60724224,C30391,Comp18,Comp146
20140812410000080003l1xy,2014-08-12,60842496,C30391,Comp18,Comp146
201407184100000800034pbi,2014-07-18,60369408,C30391,Comp18,Comp146
20140523410000080001z4c9,2014-05-23,76873280,C30391,Comp18,Comp146
20140514410000080001unls,2014-05-14,61498624,C30391,Comp18,Comp146
20150114410000080006ohi1,2015-01-14,65241088,C30391,Comp18,Comp146
20140924410000080004ad0h,2014-09-24,60248320,C30391,Comp18,Comp146
20141010410000080004qjpo,2014-10-10,62030848,C30391,Comp18,Comp146
2014121141000008000600qr,2014-12-11,65776128,C30391,Comp18,Comp146
201412174100000800062jcy,2014-12-17,65776128,C30391,Comp18,Comp146
20150225410000080007dx1j,2015-02-25,64407552,C30391,Comp18,Comp146
201502114100000800078fah,2015-02-11,76483968,C30391,Comp18,Comp146
20150409410000080008essj,2015-04-09,65536768,C30391,Comp18,Comp146
2015040141000008000861jv,2015-04-01,65536768,C30391,Comp18,Comp146
20150122410000080006rlq9,2015-01-22,65241088,C30391,Comp18,Comp146
20150129410000080006w6mg,2015-01-29,65241088,C30391,Comp18,Comp146
201505204100000800095xlt,2015-05-20,87418144,C30391,Comp18,Comp146
20150320410000080007wqbp,2015-03-20,81625280,C30391,Comp18,Comp146
20150507410000080008wc0c,2015-05-07,63576832,C30391,Comp18,Comp146
20150313410000080007t8jx,2015-03-13,65300224,C30391,Comp18,Comp146
20150601410000080009itu0,2015-06-01,65716992,C30391,Comp18,Comp146
2015071641000008000aflxt,2015-07-16,66311168,C30391,Comp18,Comp146
2015080741000008000awn4b,2015-08-07,68865280,C30391,Comp18,Comp146
2015081741000008000ayvoz,2015-08-17,68865280,C30391,Comp18,Comp146
2015103141000008000cf2mk,2015-10-31,292897440,C30391,Comp18,Comp146
2015113041000008000d0aik,2015-11-30,298204544,C30391,Comp18,Comp146
2010013141000008f1s07647,2010-01-31,1045000,C30391,Comp46,Comp146
20100131410000080000ordi,2010-01-31,143944394,C30391,Comp47,Comp146
2010063041000008f1s05220,2010-06-30,418000,C30391,Comp46,Comp146
201003314100000800016ui8,2010-03-31,150552045,C30391,Comp47,Comp146
20100228410000080000xhd8,2010-02-28,120365784,C30391,Comp47,Comp146
20100531410000080001pcye,2010-05-31,168227677,C30391,Comp47,Comp146
20100430410000080001gwvu,2010-04-30,161776533,C30391,Comp47,Comp146
2010042341000008f1s05016,2010-04-23,2090000,C30391,Comp46,Comp146
2010073141000008f1s05195,2010-07-31,1045000,C30391,Comp46,Comp146
2010022841000008f1s07116,2010-02-28,1045000,C30391,Comp46,Comp146
2010093041000008f1s05265,2010-09-30,1045000,C30391,Comp46,Comp146
2011013141000008f1s06978,2011-01-31,1045000,C30391,Comp46,Comp146
2010083141000008f1s05445,2010-08-31,1045000,C30391,Comp46,Comp146
2010103141000008f1s06822,2010-10-31,1045000,C30391,Comp46,Comp146
2010113041000008f1s07004,2010-11-30,1045000,C30391,Comp46,Comp146
2011033141000008f1s07074,2011-03-31,1045000,C30391,Comp46,Comp146
2011043041000008f1s07095,2011-04-30,1045000,C30391,Comp46,Comp146
2011103141000008f1s06871,2011-10-31,1045000,C30391,Comp46,Comp146
2011083141000008f1s05115,2011-08-31,1045000,C30391,Comp46,Comp146
2011073141000008f1s05020,2011-07-31,1045000,C30391,Comp46,Comp146
2011053141000008f1s07237,2011-05-31,2090000,C30391,Comp46,Comp146
2011093041000008f1s06919,2011-09-30,209000,C30391,Comp46,Comp146
2011080841000008000cp1wo,2011-08-08,7040000,C30391,Comp48,Comp146
2011080841000008000cps4n,2011-08-08,6820000,C30391,Comp48,Comp146
2012022941000008f1s06717,2012-02-29,1045000,C30391,Comp46,Comp146
2012033141000008000hv7ey,2012-03-31,132000,C30391,Comp49,Comp146
2011113041000008f1s06577,2011-11-30,1045000,C30391,Comp46,Comp146
2012070541000008000oqv0j,2012-07-05,46200000,C30391,Comp50,Comp146
2012043041000008f1s06576,2012-04-30,1045000,C30391,Comp46,Comp146
2012053141000008000o7c8u,2012-05-31,30800000,C30391,Comp50,Comp146
2012053141000008f1s06635,2012-05-31,1045000,C30391,Comp46,Comp146
2012053141000008000nxx2e,2012-05-31,132000,C30391,Comp49,Comp146
2012063041000008f1s06709,2012-06-30,1045000,C30391,Comp46,Comp146
2012093041000008f1s06712,2012-09-30,1045000,C30391,Comp46,Comp146
2012092841000008000qbat4,2012-09-28,132000,C30391,Comp49,Comp146
2012103141000008000r0yhm,2012-10-31,539000,C30391,Comp51,Comp146
2012122741000008000s3t9o,2012-12-27,762300,C30391,Comp51,Comp146
2012122041000008000s2hi0,2012-12-20,770000,C30391,Comp51,Comp146
2012102241000008000qraza,2012-10-22,1848000,C30391,Comp50,Comp146
2012123141000008f1s06747,2012-12-31,1045000,C30391,Comp46,Comp146
2012113041000008f1s06640,2012-11-30,1045000,C30391,Comp46,Comp146
2013010741000008000se9at,2013-01-07,360000,C30391,Comp52,Comp146
2013033141000008f1s06594,2013-03-31,1045000,C30391,Comp46,Comp146
2013013141000008f1s06789,2013-01-31,1045000,C30391,Comp46,Comp146
2013072941000008000waryr,2013-07-29,400400,C30391,Comp51,Comp146
2013073141000008f1s06570,2013-07-31,1045000,C30391,Comp46,Comp146
2013083041000008000wzhyl,2013-08-30,605000,C30391,Comp51,Comp146
2013062841000008000vqgxd,2013-06-28,8360000,C30391,Comp50,Comp146
2013093041000008000xfex5,2013-09-30,500500,C30391,Comp51,Comp146
2013080241000008000wfqru,2013-08-02,5500000,C30391,Comp48,Comp146
2013093041000008fde004xj,2013-09-30,1045000,C30391,Comp46,Comp146
2013080241000008000whux7,2013-08-02,-5500000,C30391,Comp48,Comp146
2013080241000008000whv6a,2013-08-02,5390000,C30391,Comp48,Comp146
2014013141000008fde00bqe,2014-01-31,1045000,C30391,Comp46,Comp146
2013123041000008000z7uua,2013-12-30,14300000,C30391,Comp50,Comp146
2013103041000008000y0m85,2013-10-30,297000,C30391,Comp51,Comp146
2013122141000008000z25ta,2013-12-21,3300000,C30391,Comp50,Comp146
2014012941000008000zsfh0,2014-01-29,990000,C30391,Comp50,Comp146
2013112941000008000ylf1r,2013-11-29,388300,C30391,Comp51,Comp146
2014011541000008000zkplj,2014-01-15,410000,C30391,Comp52,Comp146
2013103141000008fde006py,2013-10-31,1045000,C30391,Comp46,Comp146
20140610410000080002cyx5,2014-06-10,55000,C30391,Comp53,Comp146
20140508410000080001qqnv,2014-05-08,55000,C30391,Comp53,Comp146
2014043041000008fde00fm1,2014-04-30,1672000,C30391,Comp46,Comp146
2014073141000008fde00lu6,2014-07-31,1045000,C30391,Comp46,Comp146
20140804410000080003h442,2014-08-04,5390000,C30391,Comp48,Comp146
201404094100000800017ggc,2014-04-09,55000,C30391,Comp53,Comp146
2014093041000008fde00p30,2014-09-30,1045000,C30391,Comp46,Comp146
20141203410000080005szlg,2014-12-03,110000,C30391,Comp54,Comp146
201412294100000800068xy7,2014-12-29,1320000,C30391,Comp51,Comp146
20141110410000080005bwfz,2014-11-10,55000,C30391,Comp53,Comp146
20150109410000080006l7sw,2015-01-09,55000,C30391,Comp53,Comp146
20150310410000080007rmgv,2015-03-10,-130900000,C30391,Comp50,Comp146
20150131410000080006yjzr,2015-01-31,605000,C30391,Comp51,Comp146
20150608410000080009jx53,2015-06-08,4180000,C30391,Comp50,Comp146
20150605410000080009io8y,2015-06-05,6974000,C30391,Comp50,Comp146
201503274100000800080x93,2015-03-27,1.87E+08,C30391,Comp50,Comp146
2015053141000008fde012d4,2015-05-31,1045000,C30391,Comp46,Comp146
2015033141000008fde00y9b,2015-03-31,1254000,C30391,Comp46,Comp146
20150309410000080007q3k4,2015-03-09,130900000,C30391,Comp50,Comp146
2015013141000008fde00uqz,2015-01-31,1045000,C30391,Comp46,Comp146
2015083141000008fde016aj,2015-08-31,1045000,C30391,Comp46,Comp146
2015112741000008000cxbdg,2015-11-27,1870000,C30391,Comp48,Comp146
2015103041000008000cgmeq,2015-10-30,8946676,C30391,Comp47,Comp146
2015112641000008000cvw9u,2015-11-26,286000,C30391,Comp50,Comp146
2015102741000008000c9ebl,2015-10-27,32120000,C30391,Comp50,Comp146
2015102741000008000c9dhx,2015-10-27,748000,C30391,Comp50,Comp146
2015102741000008000c9dxx,2015-10-27,528000,C30391,Comp50,Comp146
20100131410000080000mehp,2010-01-31,30800000,C30391,Comp55,Comp146
20100608410000080001qdt1,2010-06-08,55000,C30391,Comp56,Comp146
2010082541000008000517ua,2010-08-25,13860000,C30391,Comp55,Comp146
20100810410000080003drvo,2010-08-10,55000,C30391,Comp56,Comp146
20100217410000080000szxz,2010-02-17,30800000,C30391,Comp55,Comp146
20100309410000080000yiby,2010-03-09,55000,C30391,Comp56,Comp146
20100423410000080001bqxn,2010-04-23,36960000,C30391,Comp55,Comp146
2010061541000008f2k00eqf,2010-06-15,390000,C30391,Comp57,Comp146
20100526410000080001lfto,2010-05-26,30800000,C30391,Comp55,Comp146
201003164100000800010gpk,2010-03-16,24640000,C30391,Comp55,Comp146
20100701410000080001xgno,2010-07-01,143000,C30391,Comp55,Comp146
20100628410000080001v1ft,2010-06-28,30800000,C30391,Comp55,Comp146
201007294100000800025j89,2010-07-29,16940000,C30391,Comp55,Comp146
20101029410000080005m46q,2010-10-29,68200000,C30391,Comp55,Comp146
20101130410000080006uckm,2010-11-30,34100000,C30391,Comp55,Comp146
20110331410000080009vyy9,2011-03-31,2131250,C30391,Comp55,Comp146
20101015410000080005ibh3,2010-10-15,290400,C30391,Comp55,Comp146
20110331410000080009vyvt,2011-03-31,66068750,C30391,Comp55,Comp146
20110224410000080008vlf6,2011-02-24,34100000,C30391,Comp55,Comp146
2011050441000008000aqqv4,2011-05-04,55000,C30391,Comp56,Comp146
20100930410000080005ggqm,2010-09-30,16940000,C30391,Comp55,Comp146
2011042841000008000ajlj1,2011-04-28,34100000,C30391,Comp55,Comp146
201101274100000800081qo4,2011-01-27,34100000,C30391,Comp55,Comp146
2011072741000008000cghf3,2011-07-27,24722500,C30391,Comp55,Comp146
2011053041000008000bj7t2,2011-05-30,33247500,C30391,Comp55,Comp146
2011082541000008000cvwau,2011-08-25,59675000,C30391,Comp55,Comp146
2011112541000008000ema6c,2011-11-25,49170000,C30391,Comp55,Comp146
2011102741000008000dza31,2011-10-27,2048750,C30391,Comp55,Comp146
2011102741000008000dza0x,2011-10-27,47121250,C30391,Comp55,Comp146
2011092641000008000de21t,2011-09-26,34100000,C30391,Comp55,Comp146
2011062941000008000c03ne,2011-06-29,79282500,C30391,Comp55,Comp146
2012040941000008000i3ujk,2012-04-09,2048750,C30391,Comp55,Comp146
2012032841000008000hqr5u,2012-03-28,34419000,C30391,Comp55,Comp146
2012022441000008000gwmas,2012-02-24,57365000,C30391,Comp55,Comp146
2012013141000008000g6tj0,2012-01-31,57365000,C30391,Comp55,Comp146
2011122341000008000fcqg2,2011-12-23,57365000,C30391,Comp55,Comp146
2012073041000008000p5ayj,2012-07-30,69657500,C30391,Comp55,Comp146
2012082841000008000pnvju,2012-08-28,32780000,C30391,Comp55,Comp146
2012053041000008000nwu7s,2012-05-30,60643000,C30391,Comp55,Comp146
2012062841000008000oi6o3,2012-06-28,52448000,C30391,Comp55,Comp146
2012043041000008000imbxp,2012-04-30,73755000,C30391,Comp55,Comp146
2012122741000008000s3k8a,2012-12-27,198000,C30391,Comp55,Comp146
2012102441000008000qsotx,2012-10-24,148500,C30391,Comp55,Comp146
2012102541000008000qsysd,2012-10-25,61462500,C30391,Comp55,Comp146
2012112641000008000rfflw,2012-11-26,132000,C30391,Comp55,Comp146
2012112641000008000rffjv,2012-11-26,65560000,C30391,Comp55,Comp146
2012092541000008000q7z60,2012-09-25,24585000,C30391,Comp55,Comp146
2012122141000008000s07au,2012-12-21,73755000,C30391,Comp55,Comp146
2013022541000008000t9l8x,2013-02-25,49170000,C30391,Comp55,Comp146
2013042541000008000uh4am,2013-04-25,57497000,C30391,Comp55,Comp146
2013012841000008000sp9nh,2013-01-28,66789250,C30391,Comp55,Comp146
2013032541000008000tuffo,2013-03-25,57365000,C30391,Comp55,Comp146
2013093041000008000xfypd,2013-09-30,49368000,C30391,Comp55,Comp146
2013082941000008000wuudc,2013-08-29,49170000,C30391,Comp55,Comp146
2013052841000008000v3xqa,2013-05-28,49417500,C30391,Comp55,Comp146
2013072541000008000w94bf,2013-07-25,59383500,C30391,Comp55,Comp146
2013062741000008000vor36,2013-06-27,32780000,C30391,Comp55,Comp146
2013102941000008000xz9qa,2013-10-29,49170000,C30391,Comp55,Comp146
2013102941000008000xza32,2013-10-29,165000,C30391,Comp55,Comp146
20140225410000080000982f,2014-02-25,165000,C30391,Comp55,Comp146
2014022541000008000097z0,2014-02-25,50193000,C30391,Comp55,Comp146
2013122641000008000z4wa9,2013-12-26,24832500,C30391,Comp55,Comp146
20140325410000080000swql,2014-03-25,50820000,C30391,Comp55,Comp146
2014012741000008000zqbj7,2014-01-27,58190000,C30391,Comp55,Comp146
2013112841000008000ykwuw,2013-11-28,50193000,C30391,Comp55,Comp146
20140828410000080003swvi,2014-08-28,42900000,C30391,Comp55,Comp146
20140626410000080002luyg,2014-06-26,25492500,C30391,Comp55,Comp146
20140425410000080001f9xt,2014-04-25,42146500,C30391,Comp55,Comp146
201407294100000800038mak,2014-07-29,41046500,C30391,Comp55,Comp146
201405284100000800021s6a,2014-05-28,48510000,C30391,Comp55,Comp146
20141014410000080004qsf7,2014-10-14,55000,C30391,Comp56,Comp146
20141028410000080004yp9z,2014-10-28,49258000,C30391,Comp55,Comp146
20141112410000080005d34n,2014-11-12,55000,C30391,Comp56,Comp146
20140925410000080004avi9,2014-09-25,39737500,C30391,Comp55,Comp146
20140903410000080003zhf8,2014-09-03,55000,C30391,Comp56,Comp146
201412264100000800067kes,2014-12-26,64889000,C30391,Comp55,Comp146
20141127410000080005lvy8,2014-11-27,48603500,C30391,Comp55,Comp146
20150225410000080007dy9g,2015-02-25,48994000,C30391,Comp55,Comp146
20150531410000080009ctgr,2015-05-31,56627340,C30391,Comp55,Comp146
20150325410000080007yrxo,2015-03-25,48756840,C30391,Comp55,Comp146
201502094100000800076fup,2015-02-09,55000,C30391,Comp56,Comp146
20150602410000080009ey6z,2015-06-02,55000,C30391,Comp56,Comp146
20150427410000080008m8wx,2015-04-27,48492840,C30391,Comp55,Comp146
20150406410000080008a41q,2015-04-06,55000,C30391,Comp56,Comp146
20150126410000080006t5et,2015-01-26,48994000,C30391,Comp55,Comp146
2015092441000008000bo8kg,2015-09-24,49391760,C30391,Comp55,Comp146
20150629410000080009vs2y,2015-06-29,24881340,C30391,Comp55,Comp146
2015072841000008000ailm5,2015-07-28,55000,C30391,Comp56,Comp146
2015082841000008000b44it,2015-08-28,47223000,C30391,Comp55,Comp146
2015072841000008000ai0lq,2015-07-28,73003260,C30391,Comp55,Comp146
2015110441000008000cio1d,2015-11-04,55000,C30391,Comp56,Comp146
2015122841000008000diztl,2015-12-28,38766585,C30391,Comp55,Comp146
2015112641000008000cw385,2015-11-26,49127760,C30391,Comp55,Comp146
2015102841000008000caajk,2015-10-28,47223000,C30391,Comp55,Comp146
2012032741000008000hpwjb,2012-03-27,2200000,C30391,Comp58,Comp146
2012041741000008000icvfu,2012-04-17,2200000,C30391,Comp58,Comp146
2012080741000008000pd14l,2012-08-07,2200000,C30391,Comp58,Comp146
2012062541000008000ofxrq,2012-06-25,2200000,C30391,Comp58,Comp146
2012082341000008000plo8x,2012-08-23,2200000,C30391,Comp58,Comp146
2012051441000008000j1v4a,2012-05-14,1980000,C30391,Comp58,Comp146
2012071141000008000ovng1,2012-07-11,2200000,C30391,Comp58,Comp146
2012091741000008000q3qj0,2012-09-17,2200000,C30391,Comp58,Comp146
2012112141000008000rde2p,2012-11-21,2464000,C30391,Comp58,Comp146
2012110641000008000r49ss,2012-11-06,2464000,C30391,Comp58,Comp146
2012101641000008000qowkq,2012-10-16,4928000,C30391,Comp58,Comp146
2012100541000008000qgyg9,2012-10-05,1980000,C30391,Comp58,Comp146
2012100541000008000qgyev,2012-10-05,9856000,C30391,Comp58,Comp146
2012122741000008000s4bz7,2012-12-27,2464000,C30391,Comp58,Comp146
2012120641000008000rqp0q,2012-12-06,2464000,C30391,Comp58,Comp146
2013030741000008000tl0xr,2013-03-07,2200000,C30391,Comp58,Comp146
2013042941000008000ujnxh,2013-04-29,2200000,C30391,Comp58,Comp146
2013040241000008000u39b5,2013-04-02,2200000,C30391,Comp58,Comp146
2013022541000008000taej3,2013-02-25,2200000,C30391,Comp58,Comp146
2013031941000008000ts2du,2013-03-19,2200000,C30391,Comp58,Comp146
2013013041000008000sss67,2013-01-30,2464000,C30391,Comp58,Comp146
2013052041000008000uyo2g,2013-05-20,2464000,C30391,Comp58,Comp146
2013041241000008000ub620,2013-04-12,2200000,C30391,Comp58,Comp146
2013052841000008000v3fc6,2013-05-28,2200000,C30391,Comp58,Comp146
2013061341000008000vhgto,2013-06-13,2464000,C30391,Comp58,Comp146
2013081241000008000wmurl,2013-08-12,2200000,C30391,Comp58,Comp146
2013072541000008000w930m,2013-07-25,2640000,C30391,Comp58,Comp146
2013072541000008000w92wr,2013-07-25,2464000,C30391,Comp58,Comp146
2013070241000008000vvcgu,2013-07-02,2200000,C30391,Comp58,Comp146
2014010941000008000zi9ch,2014-01-09,770000,C30391,Comp58,Comp146
2014010941000008000zi9bg,2014-01-09,770000,C30391,Comp58,Comp146
2014012241000008000zny4j,2014-01-22,2200000,C30391,Comp58,Comp146
2013111241000008000yc0cn,2013-11-12,2200000,C30391,Comp58,Comp146
20140418410000080001boz1,2014-04-18,5478000,C30391,Comp59,Comp146
20141030410000080004zujh,2014-10-30,44000,C30391,Comp60,Comp146
2015020441000185i5j2u6k0,2015-02-04,1287000,C30391,Comp61,Comp146
2014120241000185e30jm58h,2014-12-02,514800,C30391,Comp61,Comp146
20141020410001858nc7f50n,2014-10-20,1953380,C30391,Comp61,Comp146
2015122841000185d3q7g13n,2015-12-28,2210780,C30391,Comp61,Comp146
20141020410001855w8nu77j,2014-10-20,6117540,C30391,Comp61,Comp146
2015080641000185b94ac92k,2015-08-06,1287000,C30391,Comp61,Comp146
2015122141000185q6x46u1m,2015-12-21,4164160,C30391,Comp61,Comp146
2010032641000008f3q004f1,2010-03-26,1485000,C30391,Comp62,Comp146
2011062041000008000bz8n6,2011-06-20,1032900,C30391,Comp63,Comp146
20150602410000080009jg8z,2015-06-02,572000,C30391,Comp3,Comp146
20150612410000080009nulr,2015-06-12,1056000,C30391,Comp3,Comp146
2015081741000008000axl1o,2015-08-17,1056000,C30391,Comp3,Comp146
2015081041000008000avx5j,2015-08-10,572000,C30391,Comp3,Comp146
2015112741000008000cx4kr,2015-11-27,880000,C30391,Comp3,Comp146
2015102341000008000c7s3d,2015-10-23,1056000,C30391,Comp3,Comp146
2015122841000008000djwok,2015-12-28,176000,C30391,Comp3,Comp146
2015092341000008000bt1lf,2015-09-23,1056000,C30391,Comp3,Comp146
2015110441000008000cj2mx,2015-11-04,561000,C30391,Comp3,Comp146
2015110241000008000cft6o,2015-11-02,572000,C30391,Comp3,Comp146
2015122841000008000dkt5h,2015-12-28,-2079000,C30391,Comp3,Comp146
2015122841000008000dkt73,2015-12-28,1023000,C30391,Comp3,Comp146
2015122741000008000dkt8k,2015-12-27,1056000,C30391,Comp3,Comp146
20110310410000080009nv82,2011-03-10,528000,C30391,Comp3,Comp146
2010121741000008000767w3,2010-12-17,88000,C30391,Comp3,Comp146
2011100441000008000dmknv,2011-10-04,440000,C30391,Comp3,Comp146
2012032641000008000hpi0w,2012-03-26,528000,C30391,Comp3,Comp146
2011121541000008000f8yh2,2011-12-15,528000,C30391,Comp3,Comp146
2012051841000008000j4r6o,2012-05-18,409200,C30391,Comp3,Comp146
2012060741000008000o7qiv,2012-06-07,286000,C30391,Comp3,Comp146
2013071541000008000w4i2f,2013-07-15,286000,C30391,Comp3,Comp146
2013072441000008000w9vo0,2013-07-24,-1760000,C30391,Comp3,Comp146
2013072441000008000w9w1t,2013-07-24,176000,C30391,Comp3,Comp146
2013112641000008000yjeyj,2013-11-26,429000,C30391,Comp3,Comp146
2013110441000008000y76kq,2013-11-04,286000,C30391,Comp3,Comp146
20140228410000080000joju,2014-02-28,2548150,C30391,Comp64,Comp146
2014041041000008f8xhx293,2014-04-10,20906,C30391,Comp65,Comp146
20140401410000080001ckoy,2014-04-01,252752,C30391,Comp64,Comp146
20140630410000080002p67c,2014-06-30,1469326,C30391,Comp64,Comp146
20140430410000080001othf,2014-04-30,1420141,C30391,Comp64,Comp146
20140731410000080003bvl2,2014-07-31,1131576,C30391,Comp64,Comp146
2014061941000008f8xhxcnr,2014-06-19,5665,C30391,Comp65,Comp146
20140531410000080002acb9,2014-05-31,1062162,C30391,Comp64,Comp146
2014033141000008000108uc,2014-03-31,1867631,C30391,Comp64,Comp146
20140401410000080001cdy2,2014-04-01,-1292624,C30391,Comp64,Comp146
20141030410000080005e0mp,2014-10-30,2231519,C30391,Comp64,Comp146
20141030410000080005e0kc,2014-10-30,-2236519,C30391,Comp64,Comp146
20141119410000080005groz,2014-11-19,528000,C30391,Comp3,Comp146
20141016410000080004suf8,2014-10-16,120000,C30391,Comp64,Comp146
20140829410000080003uj5q,2014-08-29,2027841,C30391,Comp64,Comp146
2014121641000008000621en,2014-12-16,1621027,C30391,Comp64,Comp146
2014090241000008f8xhxnek,2014-09-02,181964,C30391,Comp65,Comp146
201411044100000800056mi1,2014-11-04,896113,C30391,Comp64,Comp146
201411044100000800056mic,2014-11-04,1068831,C30391,Comp64,Comp146
20141130410000080005q8d4,2014-11-30,2668569,C30391,Comp64,Comp146
201410304100000800050bwd,2014-10-30,2236519,C30391,Comp64,Comp146
20140926410000080004cgj5,2014-09-26,301400,C30391,Comp64,Comp146
20141231410000080006ct88,2014-12-31,8908682,C30391,Comp64,Comp146
20150323410000080007yb16,2015-03-23,803400,C30391,Comp64,Comp146
2015051441000008f8xhypgs,2015-05-14,30734,C30391,Comp65,Comp146
2015013141000008000702gw,2015-01-31,3251471,C30391,Comp64,Comp146
20150531410000080009dt40,2015-05-31,4322666,C30391,Comp64,Comp146
20150227410000080007li3f,2015-02-27,4341115,C30391,Comp64,Comp146
201503314100000800088y9z,2015-03-31,7230560,C30391,Comp64,Comp146
20150430410000080008to61,2015-04-30,5810363,C30391,Comp64,Comp146
20150430410000080008rad9,2015-04-30,1015739,C30391,Comp64,Comp146
20150309410000080007rft1,2015-03-09,906090,C30391,Comp64,Comp146
2015091641000008000bjozd,2015-09-16,140000,C30391,Comp64,Comp146
2015083141000008000bbkqp,2015-08-31,4006324,C30391,Comp64,Comp146
2015091441000008f8xhz9r7,2015-09-14,6611,C30391,Comp65,Comp146
20150630410000080009xuza,2015-06-30,2284308,C30391,Comp64,Comp146
2015073041000008000amecz,2015-07-30,1364825,C30391,Comp64,Comp146
2015073141000008000aoh70,2015-07-31,3617440,C30391,Comp64,Comp146
2015103141000008000ci19v,2015-10-31,12076511,C30391,Comp64,Comp146
2015122841000008000djlg7,2015-12-28,55000,C30391,Comp64,Comp146
2015122841000008000djlg6,2015-12-28,483718,C30391,Comp64,Comp146
2015112541000008000cuvsy,2015-11-25,435099,C30391,Comp64,Comp146
2015112541000008000cuvsz,2015-11-25,55000,C30391,Comp64,Comp146
2015113041000008000d5dcs,2015-11-30,9319804,C30391,Comp64,Comp146
2015112741000008f8xhzm1t,2015-11-27,302179,C30391,Comp65,Comp146
